,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
1778,1778,70,73,-0.5638934969902039,-0.5369973182678223,-0.05170566961169243,0.3597733676433563,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
1795,1795,118,122,0.6411861181259155,0.6422658562660217,-0.44740745425224304,0.2960385978221893,1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
1800,1800,17,13,0.7656814455986023,-0.04576600342988968,-1.1313707828521729,0.3828426897525787,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
1808,1808,105,111,0.012565799057483671,-0.2686920762062073,0.4969147741794586,-0.08028063923120499,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1825,1825,230,234,0.11228509247303008,-2.0252525806426998,0.4617860019207001,-1.3033775091171265,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
1829,1829,42,49,-0.14597518742084506,0.3506845831871033,-0.43598437309265137,0.7484585642814636,1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
1846,1846,235,243,-0.6268463730812073,-0.13492506742477414,-0.3828427195549011,1.1313709020614624,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
1867,1867,123,120,0.9557599425315856,0.2517254948616028,0.655737042427063,-0.28591442108154297,-1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
1921,1921,190,181,0.850051999092102,0.5399829745292664,-0.06914148479700089,-0.8656291365623474,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
1925,1925,220,213,0.09416060149669647,0.4530051052570343,0.2908383905887604,-0.5153661966323853,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
1931,1931,181,173,0.07957731187343597,-0.7114537358283997,-1.359736680984497,-0.35240623354911804,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608,1.4142135381698608
1962,1962,48,45,-0.3355066776275635,0.4758870005607605,-0.23581865429878235,-0.4746614396572113,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
1968,1968,229,225,1.1078609228134155,-1.7198922634124756,-0.17164264619350433,1.119081735610962,1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
1971,1971,4,5,-0.861413300037384,0.8422106504440308,0.0203102957457304,0.3997402191162109,1.4142135381698608,1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2009,2009,190,196,0.6153883337974548,-1.41073739528656,-0.27213552594184875,-0.2687892317771912,-1.4142135381698608,1.4142135381698608,1.4142135381698608,1.4142135381698608
2026,2026,119,119,0.6559082269668579,-0.13693539798259735,0.0707106813788414,0.10000000149011612,1.4142135381698608,1.4142135381698608,1.4142135381698608,-1.4142135381698608
2029,2029,184,181,0.7235112190246582,-0.3749508261680603,-0.1010146141052246,1.1267040967941284,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2040,2040,70,62,1.2893555164337158,-0.5770052671432495,-0.06707870215177536,-0.6747099757194519,1.4142135381698608,-1.4142135381698608,-1.4142135381698608,-1.4142135381698608
2049,2049,152,158,-0.19171318411827087,-0.8074826598167419,-0.6328906416893005,-0.1733396053314209,1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2054,2054,130,127,0.1584833264350891,-0.2401430904865265,0.4079059064388275,0.4301329255104065,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
2072,2072,154,156,-0.3177529573440552,-0.2381776571273804,-0.07238905876874924,-0.5779680609703064,-1.4142135381698608,1.4142135381698608,-1.4142135381698608,1.4142135381698608
2076,2076,130,123,0.4452070593833923,0.15085171163082126,-0.7601979970932007,-0.2181359976530075,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,-1.4142135381698608
2114,2114,158,166,-0.14345447719097135,0.04786884784698486,1.014369010925293,-0.6734394431114197,1.4142135381698608,-1.4142135381698608,-1.4142135381698608,1.4142135381698608
2188,2188,203,213,-0.3984226584434509,0.8894062638282776,-0.21654529869556427,-0.3079772591590881,-1.4142135381698608,-1.4142135381698608,1.4142135381698608,1.4142135381698608
