,Unnamed: 0,input_data,output_data,received_data_real,received_data_imag,transmitted_data_real,transmitted_data_imag,encoded_data_real,encoded_data_imag,decoded_data_real,decoded_data_imag
2189,2189,40,38,-0.7323645949363708,-1.0348654985427856,-0.3434683978557587,0.0015565395588055253,1.0,0.0,-1.0,0.0
2192,2192,40,38,-0.3872117102146149,0.2124718427658081,-0.2622572481632233,0.047512270510196686,1.0,0.0,-1.0,0.0
2209,2209,33,38,-0.5229247808456421,-0.3438727855682373,0.003333449363708496,0.02270432747900486,-1.0,0.0,-1.0,0.0
2214,2214,28,38,-0.5234262943267822,0.04180651158094406,0.4000000059604645,-0.30000001192092896,1.0,0.0,-1.0,0.0
2237,2237,200,192,0.359483927488327,-0.7634530663490295,-0.424384355545044,-0.07314089685678482,-1.0,0.0,1.0,0.0
2255,2255,227,236,-0.29971224069595337,0.535446286201477,0.08284270763397218,-0.3121320605278015,1.0,0.0,1.0,0.0
2264,2264,86,90,-0.0023531392216682434,0.3341407775878906,0.03826833888888359,-0.33648231625556946,-1.0,0.0,-1.0,0.0
2265,2265,86,90,-0.0023531392216682434,0.3341407775878906,0.03826833888888359,-0.33648231625556946,-1.0,0.0,-1.0,0.0
2268,2268,82,90,-0.21415916085243225,-0.3737383186817169,-0.11764619499444963,0.05002988502383232,-1.0,0.0,-1.0,0.0
2270,2270,91,90,-0.09142011404037476,-0.9049414992332458,0.16756655275821686,0.11890696734189987,-1.0,0.0,-1.0,0.0
2296,2296,139,132,-0.12825247645378113,0.01376037672162056,0.19898036122322085,0.3218839168548584,1.0,0.0,1.0,0.0
2304,2304,82,72,-0.025573335587978363,0.15834902226924896,-0.15001073479652405,0.10679769515991212,-1.0,0.0,-1.0,0.0
2313,2313,67,65,-0.17854465544223785,0.2635227143764496,0.07879158109426497,0.30315300822258,-1.0,0.0,-1.0,0.0
2338,2338,192,197,-0.3320099413394928,-0.1282477229833603,-0.11870066076517105,0.08640219271183014,-1.0,0.0,-1.0,0.0
2350,2350,189,195,-0.04326213896274567,-0.09471943974494934,0.115777425467968,-0.16242492198944092,1.0,0.0,1.0,0.0
2355,2355,186,195,-0.05078407749533653,0.20171648263931274,0.1606675386428833,0.16998040676116946,-1.0,0.0,1.0,0.0
2358,2358,74,69,0.07386156171560287,0.3346753716468811,-0.3630986213684082,-0.04781358316540718,-1.0,0.0,-1.0,0.0
2369,2369,61,60,-0.4629236459732056,-0.379779189825058,0.056261349469423294,0.2943597733974457,1.0,0.0,-1.0,0.0
2370,2370,61,60,-0.5202435851097107,-0.0696723610162735,0.056261349469423294,0.2943597733974457,1.0,0.0,-1.0,0.0
2379,2379,245,247,0.2693360447883606,0.08226204663515091,0.0953059121966362,-0.0639519989490509,1.0,0.0,1.0,0.0
