% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
4.373	2	3	438	4	2	2	41	0
4.374	1	2	438	5	1	2	65	0
4.374	2	5	438	5	3	28	749	0
4.374	2	3	438	5	2	2	41	0
4.375	1	2	438	6	1	2	65	0
4.375	2	3	438	6	2	2	65	0
4.376	1	2	438	7	1	2	65	0
4.376	2	3	438	7	2	2	65	0
4.377	1	2	438	8	1	2	65	0
4.377	2	3	438	8	2	2	65	0
4.378	1	2	438	9	1	2	65	0
4.378	2	3	438	9	2	2	65	0
4.379	1	2	438	10	1	2	65	0
4.379	2	3	438	10	2	2	65	0
4.38	1	2	439	1	1	2	65	0
4.38	2	3	439	1	2	2	65	0
4.381	1	2	439	2	1	2	65	0
4.381	2	3	439	2	2	2	65	0
4.382	1	2	439	3	1	2	65	0
4.382	2	3	439	3	2	2	65	0
4.383	1	2	439	4	1	2	65	0
4.383	2	3	439	4	2	2	65	0
4.384	1	2	439	5	1	2	65	0
4.384	2	3	439	5	2	2	65	0
4.385	1	2	439	6	1	2	65	0
4.385	2	3	439	6	2	2	41	0
4.385	2	5	439	6	3	28	749	0
4.386	1	2	439	7	1	2	65	0
4.386	2	3	439	7	2	2	65	0
4.387	1	2	439	8	1	2	65	0
4.387	2	3	439	8	2	2	65	0
4.388	1	2	439	9	1	2	65	0
4.388	2	3	439	9	2	2	65	0
4.389	1	2	439	10	1	2	65	0
4.389	2	3	439	10	2	2	65	0
4.39	1	2	440	1	1	2	65	0
4.39	2	3	440	1	2	2	65	0
4.391	1	2	440	2	1	2	65	0
4.391	2	3	440	2	2	2	65	0
4.392	1	2	440	3	1	2	65	0
4.392	2	3	440	3	2	2	65	0
4.393	1	2	440	4	1	2	65	0
4.393	2	3	440	4	2	2	65	0
4.394	1	2	440	5	1	2	65	0
4.394	2	3	440	5	2	2	65	0
4.395	1	2	440	6	1	2	65	0
4.395	2	3	440	6	2	2	41	0
4.395	2	5	440	6	3	28	749	0
4.396	1	2	440	7	1	2	65	0
4.396	2	3	440	7	2	2	65	0
4.397	1	2	440	8	1	2	65	0
4.397	2	3	440	8	2	2	65	0
4.398	1	2	440	9	1	2	65	0
4.398	2	3	440	9	2	2	65	0
4.399	1	2	440	10	1	2	65	0
4.399	2	3	440	10	2	2	65	0
4.4	1	2	441	1	1	2	65	0
4.4	2	3	441	1	2	2	65	0
4.401	1	2	441	2	1	2	65	0
4.401	2	3	441	2	2	2	65	0
4.402	1	2	441	3	1	2	65	0
4.402	2	5	441	3	3	28	749	0
4.402	2	3	441	3	2	8	137	0
4.403	1	2	441	4	1	2	65	0
4.403	2	3	441	4	2	2	65	0
4.404	1	2	441	5	1	2	65	0
4.404	2	3	441	5	2	2	65	0
4.405	1	2	441	6	1	2	65	0
4.405	2	3	441	6	2	2	65	0
4.406	1	2	441	7	1	2	65	0
4.406	2	3	441	7	2	2	65	0
4.407	1	2	441	8	1	2	65	0
4.407	2	3	441	8	2	2	65	0
4.408	1	2	441	9	1	2	65	0
4.408	2	3	441	9	2	2	65	0
4.409	1	2	441	10	1	2	65	0
4.409	2	3	441	10	2	2	65	0
4.41	1	2	442	1	1	2	65	0
4.41	2	3	442	1	2	2	65	0
4.411	1	2	442	2	1	2	65	0
4.411	2	3	442	2	2	2	65	0
4.412	1	2	442	3	1	2	65	0
4.412	2	3	442	3	2	2	65	0
4.413	1	2	442	4	1	2	65	0
4.413	2	3	442	4	2	2	65	0
4.414	1	2	442	5	1	2	65	0
4.414	2	3	442	5	2	2	65	0
4.415	1	2	442	6	1	2	65	0
4.415	2	3	442	6	2	2	65	0
4.416	1	2	442	7	1	2	65	0
4.416	2	3	442	7	2	2	65	0
4.417	1	2	442	8	1	2	65	0
4.417	2	3	442	8	2	2	65	0
4.418	1	2	442	9	1	2	65	0
4.418	2	3	442	9	2	2	65	0
4.419	1	2	442	10	1	2	65	0
4.419	2	3	442	10	2	2	65	0
4.42	1	2	443	1	1	2	65	0
4.42	2	3	443	1	2	2	65	0
4.421	1	2	443	2	1	2	65	0
4.422	1	2	443	3	1	2	65	0
4.423	1	2	443	4	1	2	65	0
4.424	1	2	443	5	1	2	65	0
4.425	1	2	443	6	1	2	65	0
4.426	1	2	443	7	1	2	65	0
4.427	1	2	443	8	1	2	65	0
4.428	1	2	443	9	1	2	65	0
4.429	1	2	443	10	1	2	65	0
4.43	1	2	444	1	1	2	65	0
4.431	1	2	444	2	1	2	65	0
4.432	1	2	444	3	1	2	65	0
4.433	1	2	444	4	1	2	65	0
4.434	1	2	444	5	1	2	65	0
4.435	1	2	444	6	1	2	65	0
4.436	1	2	444	7	1	2	65	0
4.437	1	2	444	8	1	2	65	0
4.438	1	2	444	9	1	2	65	0
4.439	1	2	444	10	1	2	65	0
4.515	1	2	452	6	1	8	209	0
4.515	2	3	452	6	2	6	101	0
4.515	2	5	452	6	3	26	621	0
4.516	1	2	452	7	1	8	209	0
4.516	2	3	452	7	2	6	101	0
4.516	2	5	452	7	3	26	621	0
4.517	1	2	452	8	1	8	209	0
4.517	2	3	452	8	2	6	101	0
4.517	2	5	452	8	3	26	621	0
4.518	1	2	452	9	1	8	209	0
4.518	2	3	452	9	2	6	101	0
4.518	2	5	452	9	3	26	621	0
4.519	1	2	452	10	1	8	209	0
4.519	2	3	452	10	2	6	153	0
4.52	1	2	453	1	1	8	209	0
4.52	2	3	453	1	2	6	153	0
4.521	2	3	453	2	2	6	153	0
4.521	2	4	453	2	1	0	41	0
4.522	2	5	453	3	3	26	621	0
4.522	2	4	453	3	1	4	69	0
4.523	2	5	453	4	3	26	621	0
4.523	2	4	453	4	1	4	69	0
4.524	2	5	453	5	3	26	621	0
4.524	2	4	453	5	1	4	69	0
4.525	2	5	453	6	3	26	621	0
4.525	2	4	453	6	1	4	69	0
4.526	2	4	453	7	1	0	41	0
4.527	2	4	453	8	1	0	41	0
4.528	2	4	453	9	1	0	41	0
4.529	2	4	453	10	1	0	41	0
4.53	2	4	454	1	1	0	41	0
4.531	2	4	454	2	1	0	41	0
4.532	2	4	454	3	1	0	41	0
4.533	2	4	454	4	1	0	41	0
4.534	2	4	454	5	1	0	41	0
4.535	2	4	454	6	1	0	41	0
4.536	2	4	454	7	1	0	41	0
4.537	2	4	454	8	1	0	41	0
4.538	2	4	454	9	1	0	41	0
4.539	2	4	454	10	1	0	41	0
4.54	2	4	455	1	1	0	41	0
4.541	2	4	455	2	1	0	41	0
4.542	2	4	455	3	1	0	41	0
4.543	2	4	455	4	1	0	41	0
4.544	2	4	455	5	1	0	41	0
4.545	2	4	455	6	1	0	41	0
4.546	2	4	455	7	1	0	41	0
4.547	2	4	455	8	1	0	41	0
4.548	2	4	455	9	1	0	41	0
4.549	2	4	455	10	1	0	41	0
4.55	2	4	456	1	1	0	41	0
4.551	2	4	456	2	1	0	41	0
4.552	2	4	456	3	1	0	41	0
4.553	2	4	456	4	1	0	41	0
4.554	2	4	456	5	1	0	41	0
4.555	2	4	456	6	1	0	41	0
4.556	2	4	456	7	1	0	41	0
4.557	2	4	456	8	1	0	41	0
4.558	2	4	456	9	1	0	41	0
4.559	2	4	456	10	1	0	41	0
4.56	2	4	457	1	1	0	41	0
4.601	1	2	461	2	1	4	105	0
4.602	1	1	461	3	2	4	105	0
4.602	1	2	461	3	1	4	105	0
4.603	1	1	461	4	2	4	105	0
4.603	1	2	461	4	1	4	105	0
4.604	1	1	461	5	2	4	105	0
4.604	1	2	461	5	1	4	105	0
4.605	1	1	461	6	2	4	105	0
4.605	1	2	461	6	1	4	105	0
4.606	1	1	461	7	2	4	105	0
4.606	1	2	461	7	1	4	105	0
4.607	1	1	461	8	2	4	105	0
4.607	1	2	461	8	1	4	105	0
4.608	1	1	461	9	2	4	105	0
4.608	1	2	461	9	1	4	105	0
4.609	1	1	461	10	2	4	105	0
4.609	1	2	461	10	1	4	105	0
4.61	1	1	462	1	2	4	105	0
4.61	1	2	462	1	1	4	105	0
4.611	1	1	462	2	2	4	105	0
4.611	1	2	462	2	1	4	105	0
4.612	1	1	462	3	2	4	105	0
4.612	1	2	462	3	1	4	105	0
4.613	1	1	462	4	2	4	105	0
4.613	1	2	462	4	1	4	105	0
4.614	1	1	462	5	2	4	105	0
4.614	1	2	462	5	1	4	105	0
4.615	1	1	462	6	2	4	105	0
4.615	1	2	462	6	1	4	105	0
4.616	1	1	462	7	2	4	105	0
4.616	1	2	462	7	1	4	105	0
4.617	1	1	462	8	2	4	105	0
4.617	1	2	462	8	1	4	105	0
4.618	1	1	462	9	2	4	225	0
4.619	1	1	462	10	2	4	225	0
4.62	1	1	463	1	2	4	225	0
4.621	1	1	463	2	2	4	225	0
4.622	1	1	463	3	2	4	225	0
4.623	1	1	463	4	2	4	225	0
4.624	1	1	463	5	2	4	225	0
4.625	1	1	463	6	2	4	225	0
4.626	1	1	463	7	2	4	225	0
4.627	1	1	463	8	2	4	225	0
4.628	1	1	463	9	2	4	225	0
4.629	1	1	463	10	2	4	225	0
4.63	1	1	464	1	2	4	225	0
4.631	1	1	464	2	2	4	225	0
4.642	2	3	465	3	2	4	105	0
4.643	2	3	465	4	2	4	105	0
4.644	2	3	465	5	2	4	105	0
4.645	2	3	465	6	2	4	105	0
4.646	2	3	465	7	2	4	105	0
4.647	2	3	465	8	2	4	105	0
4.648	2	3	465	9	2	4	105	0
4.649	2	3	465	10	2	4	105	0
4.65	2	3	466	1	2	4	105	0
4.651	2	3	466	2	2	4	105	0
4.652	2	3	466	3	2	4	105	0
4.653	2	3	466	4	2	4	105	0
4.654	2	3	466	5	2	4	105	0
4.655	2	3	466	6	2	4	105	0
4.656	2	3	466	7	2	4	105	0
4.657	2	3	466	8	2	4	105	0
4.658	2	3	466	9	2	4	105	0
4.659	2	3	466	10	2	4	105	0
4.66	2	3	467	1	2	4	105	0
4.661	2	3	467	2	2	4	105	0
4.665	2	3	467	6	2	4	69	0
4.665	2	5	467	6	3	28	749	0
4.665	2	4	467	6	1	6	101	0
4.666	2	3	467	7	2	4	69	0
4.666	2	5	467	7	3	28	749	0
4.666	2	4	467	7	1	6	101	0
4.667	2	3	467	8	2	4	69	0
4.667	2	5	467	8	3	28	749	0
4.667	2	4	467	8	1	6	101	0
4.668	2	3	467	9	2	4	105	0
4.669	2	3	467	10	2	4	105	0
4.67	2	3	468	1	2	4	105	0
4.671	2	3	468	2	2	4	105	0
4.672	2	3	468	3	2	4	105	0
4.673	2	3	468	4	2	4	105	0
4.674	2	3	468	5	2	4	105	0
4.675	2	3	468	6	2	4	105	0
4.676	2	3	468	7	2	4	105	0
4.677	2	3	468	8	2	4	105	0
4.678	2	3	468	9	2	4	105	0
4.679	2	3	468	10	2	4	105	0
4.68	2	3	469	1	2	4	105	0
4.681	2	3	469	2	2	4	105	0
4.681	2	4	469	2	1	0	41	0
4.682	2	4	469	3	1	0	41	0
4.683	2	4	469	4	1	0	41	0
4.684	2	4	469	5	1	0	41	0
4.685	2	4	469	6	1	0	41	0
4.686	2	4	469	7	1	0	41	0
4.687	2	4	469	8	1	0	41	0
4.688	2	4	469	9	1	0	41	0
4.689	2	4	469	10	1	0	41	0
4.69	2	4	470	1	1	0	41	0
4.691	2	4	470	2	1	0	41	0
4.692	2	4	470	3	1	0	41	0
4.693	2	4	470	4	1	0	41	0
4.694	2	4	470	5	1	0	41	0
4.695	2	4	470	6	1	0	41	0
4.696	2	4	470	7	1	0	41	0
4.697	2	4	470	8	1	0	41	0
4.698	2	4	470	9	1	0	41	0
4.699	2	4	470	10	1	0	41	0
4.7	2	4	471	1	1	0	41	0
4.701	2	4	471	2	1	0	41	0
4.702	2	4	471	3	1	0	41	0
4.703	2	4	471	4	1	0	41	0
4.704	2	4	471	5	1	0	41	0
4.705	2	4	471	6	1	0	41	0
4.706	2	4	471	7	1	0	41	0
4.707	2	4	471	8	1	0	41	0
4.708	2	4	471	9	1	0	41	0
4.709	2	4	471	10	1	0	41	0
4.71	2	4	472	1	1	0	41	0
4.711	2	4	472	2	1	0	41	0
4.712	2	4	472	3	1	0	41	0
4.713	2	4	472	4	1	0	41	0
4.714	2	4	472	5	1	0	41	0
4.715	2	4	472	6	1	0	41	0
4.716	2	4	472	7	1	0	41	0
4.717	2	4	472	8	1	0	41	0
4.718	2	4	472	9	1	0	41	0
4.719	2	4	472	10	1	0	41	0
4.72	2	4	473	1	1	0	41	0
4.721	2	4	473	2	1	6	153	0
4.722	1	1	473	3	2	0	41	0
4.722	2	4	473	3	1	6	153	0
4.723	1	1	473	4	2	0	41	0
4.723	2	4	473	4	1	6	153	0
4.724	1	1	473	5	2	0	41	0
4.724	2	4	473	5	1	6	153	0
4.725	1	1	473	6	2	0	41	0
4.725	2	4	473	6	1	6	153	0
4.726	1	1	473	7	2	0	41	0
4.726	2	4	473	7	1	6	153	0
4.727	1	1	473	8	2	0	41	0
4.727	2	4	473	8	1	6	153	0
4.728	1	1	473	9	2	0	41	0
4.728	2	4	473	9	1	6	153	0
4.729	1	1	473	10	2	0	41	0
4.729	2	4	473	10	1	6	153	0
4.73	1	1	474	1	2	0	41	0
4.73	2	4	474	1	1	6	153	0
4.731	1	1	474	2	2	0	41	0
4.731	2	4	474	2	1	6	153	0
4.732	1	1	474	3	2	0	41	0
4.732	2	4	474	3	1	6	153	0
4.733	1	1	474	4	2	0	41	0
4.733	2	4	474	4	1	6	153	0
4.734	1	1	474	5	2	0	41	0
4.734	2	4	474	5	1	6	153	0
4.735	1	1	474	6	2	0	41	0
4.735	2	4	474	6	1	6	153	0
4.736	1	1	474	7	2	0	41	0
4.736	2	4	474	7	1	6	153	0
4.737	1	1	474	8	2	0	41	0
4.737	2	4	474	8	1	6	153	0
4.738	1	1	474	9	2	0	41	0
4.738	2	4	474	9	1	6	153	0
4.739	1	1	474	10	2	0	41	0
4.739	2	4	474	10	1	6	153	0
4.74	1	1	475	1	2	0	41	0
4.74	2	4	475	1	1	6	153	0
4.741	1	1	475	2	2	0	41	0
4.741	2	4	475	2	1	6	153	0
4.742	1	1	475	3	2	0	41	0
4.742	2	4	475	3	1	6	153	0
4.743	1	1	475	4	2	0	41	0
4.743	2	4	475	4	1	6	153	0
4.744	1	1	475	5	2	0	41	0
4.744	2	4	475	5	1	6	153	0
4.745	1	1	475	6	2	0	41	0
4.745	2	4	475	6	1	6	153	0
4.746	1	1	475	7	2	0	41	0
4.746	2	4	475	7	1	6	153	0
4.747	1	1	475	8	2	0	41	0
4.747	2	4	475	8	1	6	153	0
4.748	1	1	475	9	2	0	41	0
4.748	2	4	475	9	1	6	153	0
4.749	1	1	475	10	2	0	41	0
4.749	2	4	475	10	1	6	153	0
4.75	1	1	476	1	2	0	41	0
4.75	2	4	476	1	1	6	153	0
4.751	1	1	476	2	2	0	41	0
4.751	2	4	476	2	1	6	153	0
4.752	1	1	476	3	2	0	41	0
4.752	2	4	476	3	1	6	153	0
4.753	1	1	476	4	2	0	41	0
4.753	2	4	476	4	1	6	153	0
4.754	1	1	476	5	2	0	41	0
4.754	2	4	476	5	1	6	153	0
4.755	1	1	476	6	2	0	41	0
4.755	2	4	476	6	1	6	153	0
4.756	1	1	476	7	2	0	41	0
4.756	2	4	476	7	1	6	153	0
4.757	1	1	476	8	2	0	41	0
4.757	2	4	476	8	1	6	153	0
4.758	1	1	476	9	2	0	41	0
4.758	2	4	476	9	1	6	153	0
4.759	1	1	476	10	2	0	41	0
4.759	2	4	476	10	1	6	153	0
4.76	1	1	477	1	2	0	41	0
4.76	2	4	477	1	1	6	153	0
4.761	1	1	477	2	2	0	41	0
4.761	2	4	477	2	1	4	105	0
4.762	1	1	477	3	2	6	153	0
4.762	2	3	477	3	2	0	41	0
4.762	2	4	477	3	1	4	105	0
4.763	1	1	477	4	2	6	153	0
4.763	2	3	477	4	2	0	41	0
4.763	2	4	477	4	1	4	105	0
4.764	1	1	477	5	2	6	153	0
4.764	2	4	477	5	1	0	85	0
4.765	1	1	477	6	2	6	153	0
4.765	2	4	477	6	1	0	85	0
4.766	2	4	477	7	1	0	85	0
4.767	2	4	477	8	1	0	85	0
4.768	2	4	477	9	1	0	85	0
4.769	1	1	477	10	2	6	153	0
4.769	2	3	477	10	2	0	41	0
4.769	2	4	477	10	1	4	105	0
4.77	1	1	478	1	2	6	153	0
4.77	2	3	478	1	2	0	41	0
4.77	2	4	478	1	1	4	105	0
4.771	1	1	478	2	2	6	153	0
4.771	2	4	478	2	1	0	85	0
4.772	1	1	478	3	2	6	153	0
4.772	2	4	478	3	1	0	85	0
4.773	2	4	478	4	1	0	85	0
4.774	2	4	478	5	1	0	85	0
4.775	2	4	478	6	1	0	85	0
4.776	2	4	478	7	1	0	85	0
4.777	2	4	478	8	1	0	85	0
4.778	2	4	478	9	1	0	85	0
4.779	2	4	478	10	1	0	85	0
4.78	2	4	479	1	1	0	85	0
4.781	2	4	479	2	1	0	85	0
4.782	2	4	479	3	1	0	85	0
4.783	2	4	479	4	1	0	85	0
4.784	2	4	479	5	1	0	85	0
4.785	2	4	479	6	1	0	85	0
4.786	2	4	479	7	1	0	85	0
4.787	2	4	479	8	1	0	85	0
4.788	2	4	479	9	1	0	85	0
4.789	2	4	479	10	1	0	85	0
4.79	2	4	480	1	1	0	85	0
4.791	2	4	480	2	1	0	85	0
4.792	2	4	480	3	1	0	85	0
4.793	2	4	480	4	1	0	85	0
4.794	2	4	480	5	1	0	85	0
4.815	1	1	482	6	2	6	153	0
4.815	2	3	482	6	2	2	41	0
4.815	2	5	482	6	3	28	749	0
4.816	1	1	482	7	2	6	153	0
4.816	2	3	482	7	2	2	41	0
4.816	2	5	482	7	3	28	749	0
4.817	1	1	482	8	2	6	153	0
4.817	2	3	482	8	2	2	41	0
4.817	2	5	482	8	3	28	749	0
4.818	1	1	482	9	2	6	153	0
4.818	2	3	482	9	2	2	41	0
4.818	2	5	482	9	3	28	749	0
4.819	1	1	482	10	2	6	153	0
4.819	2	3	482	10	2	2	41	0
4.819	2	5	482	10	3	28	749	0
4.82	1	1	483	1	2	6	153	0
4.82	2	3	483	1	2	2	41	0
4.82	2	5	483	1	3	28	749	0
4.821	1	1	483	2	2	6	153	0
4.821	2	3	483	2	2	2	41	0
4.821	2	5	483	2	3	28	749	0
4.822	1	1	483	3	2	6	153	0
4.822	2	5	483	3	3	28	749	0
4.822	2	3	483	3	2	2	41	0
4.823	1	1	483	4	2	6	153	0
4.823	2	5	483	4	3	28	749	0
4.823	2	3	483	4	2	2	41	0
4.824	1	1	483	5	2	6	153	0
4.824	2	5	483	5	3	28	749	0
4.824	2	3	483	5	2	2	41	0
4.825	1	1	483	6	2	6	153	0
4.825	2	5	483	6	3	28	749	0
4.825	2	3	483	6	2	2	41	0
4.826	1	1	483	7	2	6	153	0
4.826	2	5	483	7	3	28	749	0
4.826	2	3	483	7	2	2	41	0
4.827	1	1	483	8	2	6	153	0
4.827	2	5	483	8	3	28	749	0
4.827	2	3	483	8	2	2	41	0
4.828	1	1	483	9	2	6	153	0
4.829	1	1	483	10	2	6	153	0
4.882	2	3	489	3	2	8	209	0
4.883	2	3	489	4	2	8	209	0
4.884	2	3	489	5	2	8	209	0
4.885	2	3	489	6	2	8	209	0
4.886	2	3	489	7	2	8	209	0
4.887	2	3	489	8	2	8	209	0
4.888	2	3	489	9	2	8	209	0
4.889	2	3	489	10	2	8	209	0
4.89	2	3	490	1	2	8	209	0
4.891	2	3	490	2	2	8	209	0
4.892	2	3	490	3	2	8	209	0
4.893	2	3	490	4	2	8	209	0
4.921	1	2	493	2	1	4	225	0
4.922	1	2	493	3	1	4	225	0
4.923	1	2	493	4	1	4	225	0
4.924	1	2	493	5	1	4	225	0
4.925	1	2	493	6	1	4	225	0
4.926	1	2	493	7	1	4	225	0
4.927	1	2	493	8	1	4	225	0
4.928	1	2	493	9	1	4	225	0
4.929	1	2	493	10	1	4	225	0
4.93	1	2	494	1	1	4	225	0
4.931	1	2	494	2	1	4	225	0
4.932	1	2	494	3	1	4	225	0
4.933	1	2	494	4	1	4	225	0
4.934	1	2	494	5	1	4	225	0
4.935	1	2	494	6	1	4	225	0
4.936	1	2	494	7	1	4	225	0
4.937	1	2	494	8	1	4	225	0
4.938	1	2	494	9	1	4	225	0
4.939	1	2	494	10	1	4	225	0
4.94	1	2	495	1	1	4	225	0
4.941	1	2	495	2	1	4	225	0
4.965	2	3	497	6	2	10	173	0
4.965	2	5	497	6	3	28	749	0
4.966	2	3	497	7	2	10	173	0
4.966	2	5	497	7	3	28	749	0
4.967	2	3	497	8	2	10	173	0
4.967	2	5	497	8	3	28	749	0
4.968	2	3	497	9	2	8	209	0
4.969	2	3	497	10	2	8	209	0
4.97	2	3	498	1	2	8	209	0
4.971	2	3	498	2	2	8	209	0
4.972	2	3	498	3	2	8	209	0
4.973	2	3	498	4	2	8	209	0
4.974	2	3	498	5	2	8	209	0
4.975	2	3	498	6	2	8	209	0
